Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-February-2013,295.10,304.00,290.55,295.10,298.090576782417888614,1148440,9794,342339142.00,304852,26.54,13.45,0.00
27-February-2013,292.00,297.20,291.50,295.10,294.445501547552054023,227456,2703,66973396.00,65089,28.62,5.70,3.10
26-February-2013,292.75,298.00,288.40,290.55,293.594219141719510396,203430,2970,59725872.00,67284,33.07,9.60,-2.20
25-February-2013,293.00,294.80,289.30,292.05,291.666356350095276884,206241,2163,60153561.00,76495,37.09,5.50,-0.95
22-February-2013,298.00,298.00,290.90,292.05,292.703354672203844359,237907,2573,69636177.00,79359,33.36,7.10,-5.95
21-February-2013,300.00,300.35,294.95,296.50,296.378572046982771059,346510,2509,102698139.00,208115,60.06,5.40,-3.50
20-February-2013,302.00,305.55,299.25,300.00,300.883179849972555955,262352,1612,78937304.00,161364,61.51,6.30,-2.00
19-February-2013,299.60,302.90,298.50,301.70,300.138601964669674100,94876,1027,28475950.00,45476,47.93,4.40,2.10
18-February-2013,300.30,301.00,298.65,300.30,300.007857334406006972,111870,863,33561879.00,57110,51.05,2.35,0.00
15-February-2013,300.00,301.90,299.05,300.70,300.614364563121437260,99467,1189,29901209.00,49569,49.83,2.85,0.70
14-February-2013,301.75,302.00,299.10,300.50,300.632000647458724506,111204,1172,33431481.00,62731,56.41,2.90,-1.25
13-February-2013,299.50,303.65,299.20,300.15,300.552787671892240134,135041,1219,40586949.00,54774,40.56,4.45,0.65
12-February-2013,300.00,300.75,298.30,300.05,299.965815970048586233,247601,1202,74271836.00,197248,79.66,2.45,0.05
11-February-2013,301.00,303.05,296.75,299.20,298.788179708880339507,201704,1906,60266771.00,79894,39.61,6.30,-1.80
8-February-2013,302.70,306.30,299.25,301.65,303.059697362158093403,180678,2170,54756220.00,63225,34.99,7.05,-1.05
7-February-2013,303.55,304.90,302.10,304.05,303.567184015698867184,112110,1502,34032917.00,55909,49.87,2.80,0.50
6-February-2013,302.50,305.55,301.10,304.40,303.472858540746688077,159424,1746,48380857.00,64072,40.19,4.45,1.90
5-February-2013,306.55,306.55,301.45,302.05,303.505596818527399263,85495,1332,25948211.00,27813,32.53,5.10,-4.50
4-February-2013,309.00,310.75,305.70,306.90,307.857389955863056185,184426,2411,56776907.00,71440,38.74,5.05,-2.10
1-February-2013,306.55,309.90,304.70,309.15,306.758131525993853177,1198668,3547,367701156.00,1008820,84.16,5.20,2.60
31-January-2013,303.00,308.75,303.00,307.40,305.984718142468040152,496013,4506,151772398.00,331029,66.74,5.75,4.40
30-January-2013,304.00,307.00,299.90,303.60,302.497472084880784533,573793,4656,173570932.00,322701,56.24,7.10,-0.40
29-January-2013,300.00,306.75,299.10,305.60,303.065793102136683053,736141,4492,223099156.00,518052,70.37,7.65,5.60
28-January-2013,300.00,300.80,299.00,300.40,299.661493258949325894,537750,1885,161142968.00,432617,80.45,1.80,0.40
25-January-2013,298.80,300.40,297.10,299.45,299.415765564819643496,318314,4074,95308230.00,177476,55.76,3.30,0.65
24-January-2013,293.00,298.50,293.00,297.40,296.558549338866847842,848165,6632,251530582.00,607541,71.63,5.50,4.40
23-January-2013,290.00,293.20,289.00,292.60,292.101819760281578292,297182,3776,86807403.00,155947,52.48,4.20,2.60
