Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2-August-2012,2080.05,2128.00,2080.05,2120.45,2106.432497013142174432,837,127,1763084.00,516,61.65,47.95,40.40
1-August-2012,2075.00,2115.00,2072.00,2098.10,2091.896164021164021164,1512,266,3162947.00,573,37.90,43.00,23.10
31-July-2012,2119.95,2119.95,2085.00,2101.15,2099.818840579710144927,1380,303,2897750.00,767,55.58,34.95,-18.80
30-July-2012,2150.00,2157.00,2106.50,2110.95,2121.586826347305389221,1503,250,3188745.00,965,64.20,50.50,-39.05
27-July-2012,2125.00,2145.05,2112.55,2125.60,2130.708898944193061840,663,135,1412660.00,429,64.71,32.50,0.60
26-July-2012,2145.00,2178.00,2115.05,2148.10,2148.998167379352474037,1637,305,3517910.00,926,56.57,62.95,3.10
25-July-2012,2105.00,2150.00,2090.05,2146.10,2128.459443800695249130,1726,420,3673721.00,1012,58.63,59.95,41.10
24-July-2012,2084.00,2118.95,2074.00,2107.55,2095.102602230483271375,1345,214,2817913.00,687,51.08,44.95,23.55
23-July-2012,2062.50,2084.95,2049.90,2070.05,2062.215867158671586715,542,114,1117721.00,355,65.50,35.05,7.55
20-July-2012,2055.00,2108.00,2055.00,2079.50,2090.169514695830485304,1463,201,3057918.00,776,53.04,53.00,24.50
19-July-2012,2074.00,2087.50,2065.55,2079.45,2075.430827067669172932,1330,209,2760323.00,671,50.45,21.95,5.45
18-July-2012,2060.00,2071.00,2050.10,2067.70,2064.909494232475598935,1127,152,2327153.00,583,51.73,20.90,7.70
17-July-2012,2065.10,2074.95,2045.00,2051.80,2056.869834710743801652,968,223,1991050.00,664,68.60,29.95,-13.30
16-July-2012,2046.00,2060.00,2035.05,2054.45,2048.881932021466905187,1118,162,2290650.00,650,58.14,24.95,8.45
13-July-2012,2058.70,2060.00,2031.00,2035.85,2038.901140684410646387,263,57,536231.00,141,53.61,29.00,-22.85
12-July-2012,2031.00,2057.90,2031.00,2045.15,2044.280044101433296582,1814,201,3708324.00,722,39.80,26.90,14.15
11-July-2012,2033.95,2079.95,2030.00,2063.45,2054.736063708759954493,2637,370,5418339.00,1389,52.67,49.95,29.50
10-July-2012,2022.00,2040.00,2022.00,2033.95,2033.559589041095890410,1460,206,2968997.00,833,57.05,18.00,11.95
9-July-2012,2000.00,2027.00,2000.00,2012.50,2008.148119122257053291,1276,202,2562397.00,769,60.27,27.00,12.50
6-July-2012,2008.50,2035.00,2000.00,2022.00,2002.117205677059097254,17192,272,34420399.00,16409,95.45,35.00,13.50
5-July-2012,2018.00,2024.95,2005.00,2009.65,2012.324873096446700507,788,138,1585712.00,512,64.97,19.95,-8.35
4-July-2012,1916.00,2023.80,1916.00,2015.80,2008.805759457933370976,1771,314,3557595.00,683,38.57,107.80,99.80
3-July-2012,2005.10,2045.90,2005.05,2029.55,2021.240479548660084626,2836,380,5732238.00,954,33.64,40.85,24.45
2-July-2012,2017.00,2030.00,2015.00,2026.50,2024.143079315707620528,1286,167,2603048.00,816,63.45,15.00,9.50
