Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-December-2014,130.30,136.95,129.85,136.00,133.654442600922704537,1648415,18872,220317988.00,194657,11.81,7.10,5.70
24-December-2014,133.00,135.05,131.00,131.65,133.193722424657676456,963270,11113,128301517.00,214848,22.30,4.05,-1.35
23-December-2014,134.00,134.80,130.60,133.35,133.016961782000959447,1213198,17417,161375912.00,241362,19.89,4.20,-0.65
22-December-2014,134.80,136.40,131.25,133.75,134.167982591053777230,1615721,24054,216778027.00,464632,28.76,5.15,-1.05
19-December-2014,136.25,138.70,129.50,132.00,133.197643106764554492,1661085,24031,221252607.00,182353,10.98,9.20,-4.25
18-December-2014,136.25,139.25,133.85,135.95,136.066686072643993065,1168025,16873,158929291.00,170042,14.56,5.40,-0.30
17-December-2014,139.00,140.25,132.35,133.90,132.951083891483819452,8596248,16908,1142880489.00,7296278,84.88,7.90,-5.10
16-December-2014,143.50,145.70,137.65,139.35,141.382295485382482576,1186590,16936,167762818.00,199635,16.82,8.05,-4.15
15-December-2014,152.00,154.10,144.30,144.90,148.593964384411332445,938297,12586,139425271.00,105258,11.22,9.80,-7.10
12-December-2014,156.40,158.25,150.75,152.20,153.745748958077960284,1223700,14699,188138673.00,213641,17.46,7.50,-4.20
11-December-2014,159.50,161.25,154.95,156.15,158.593769198939703789,1505617,17317,238781475.00,68117,4.52,6.30,-3.35
10-December-2014,159.00,161.65,155.65,160.00,159.479857894438060110,1303538,16556,207888055.00,43825,3.36,6.00,1.00
9-December-2014,160.00,162.40,157.25,159.20,159.933824911962012205,1255140,17956,200739341.00,65983,5.26,5.15,-0.80
8-December-2014,161.10,166.15,158.80,160.15,162.360804809245160343,1525728,21769,247718426.00,163077,10.69,7.35,-0.95
5-December-2014,154.00,163.30,153.40,161.50,160.124975535386625634,2478069,36764,396800738.00,224366,9.05,9.90,7.50
4-December-2014,155.00,156.60,151.85,154.25,154.165343583999174443,1201613,15548,185247081.00,130981,10.90,4.75,-0.75
3-December-2014,154.00,156.50,153.00,155.50,154.820752564579616225,1389409,15394,215109347.00,188792,13.59,3.50,1.50
2-December-2014,153.00,155.50,151.15,153.45,153.172375305197070108,1591185,23199,243725586.00,209725,13.18,4.35,0.45
1-December-2014,148.50,154.45,146.80,153.70,151.261080311181059974,1337485,22465,202309426.00,151984,11.36,7.65,5.20
28-November-2014,147.25,155.00,145.00,149.35,149.867541488721573576,2865116,43083,429387891.00,333236,11.63,10.00,2.10
27-November-2014,151.70,152.95,147.00,148.15,150.313424640414000521,1728307,30324,259787744.00,185648,10.74,5.95,-3.55
26-November-2014,140.90,154.65,136.55,151.95,147.835250742066031953,3396598,57616,502136917.00,270661,7.97,18.10,11.05
25-November-2014,148.00,148.40,140.00,141.75,142.963211020733875596,1071435,15544,153175788.00,106656,9.95,8.40,-6.25
24-November-2014,138.95,147.80,138.95,147.10,145.345614023173993862,1619833,31602,235435622.00,198215,12.24,8.85,8.15
21-November-2014,138.00,141.50,137.80,140.30,140.131394841099095136,941247,16347,131898255.00,86911,9.23,3.70,2.30
20-November-2014,140.10,141.75,136.20,138.60,138.695803482204246780,1514041,21182,209991133.00,406778,26.87,5.55,-1.50
19-November-2014,137.90,144.40,137.85,141.00,141.524184282083077185,1714502,27288,242643497.00,133255,7.77,6.55,3.10
18-November-2014,138.40,140.70,137.35,139.25,138.926786940530918250,1096553,18131,152340585.00,301361,27.48,3.35,0.85
